opcode,direction,bourgeon,client_len_type,client_len,replay_flag_f5,zone_recv_handler,server_len,names
0x0064,CZ,,FIX,55,0,,55,CA_LOGIN
0x0065,?,,FIX,17,0,,17,
0x0066,CZ,,FIX,3,0,,6,CH_SELECT_CHAR
0x0067,CZ,,FIX,37,0,,37,CH_MAKE_CHAR
0x0068,CZ,,FIX,46,0,,46,CH_DELETE_CHAR
0x0069,ZC,,VAR,47,0,,-1,AC_ACCEPT_LOGIN
0x006A,ZC,,FIX,23,0,,23,AC_REFUSE_LOGIN
0x006B,ZC,,VAR,24,0,,-1,HC_ACCEPT_ENTER
0x006C,ZC,,FIX,3,0,,3,HC_REFUSE_ENTER
0x006D,ZC,,FIX,157,0,,108,HC_ACCEPT_MAKECHAR
0x006E,ZC,,FIX,3,0,,3,HC_REFUSE_MAKECHAR
0x006F,ZC,,FIX,2,0,,2,HC_ACCEPT_DELETECHAR
0x0070,ZC,,FIX,3,0,,6,HC_REFUSE_DELETECHAR
0x0071,ZC,,FIX,28,0,,28,HC_NOTIFY_ZONESVR
0x0072,CZ,,FIX,22,0,,22,CZ:UseSkillToId
0x0073,ZC,,FIX,11,1,0xC9E996,,ZC_ACCEPT_ENTER
0x0074,ZC,,FIX,3,0,,,ZC_REFUSE_ENTER
0x0075,ZC,,VAR,11,1,0xC9E1DD,-1,
0x0076,ZC,,FIX,9,1,0xC9E1DD,9,
0x0077,ZC,,FIX,5,1,0xC9E1DD,5,
0x0078,ZC,,FIX,55,1,0xC9E499,,
0x0079,ZC,,FIX,53,1,0xCA0ED9,53,
0x007A,ZC,,FIX,58,1,0xC9E1DD,58,
0x007B,ZC,,FIX,60,1,0xC9E4E1,60,
0x007C,ZC,,FIX,44,1,0xC9E4D0,41,
0x007D,CZ,,FIX,2,0,,2,CZ:LoadEndAck
0x007E,CZ,,FIX,46,0,,105,CZ:UseSkillToPosMoreInfo
0x007F,ZC,,FIX,6,1,0xC9E809,,ZC_NOTIFY_TIME
0x0080,ZC,,FIX,7,1,0xC9E4F2,,ZC_NOTIFY_VANISH
0x0081,ZC,,FIX,3,0,0xC9E503,,SC_NOTIFY_BAN
0x0082,?,,FIX,2,0,,2,
0x0083,ZC,,FIX,2,1,0xC9E1DD,2,
0x0084,ZC,,FIX,2,1,0xC9E1DD,2,
0x0085,CZ,,FIX,10,0,,10,CZ:ChangeDir
0x0086,ZC,,FIX,16,1,0xC9E53A,,ZC_NOTIFY_MOVE
0x0087,ZC,,FIX,12,1,0xC9E5D4,,ZC_NOTIFY_PLAYERMOVE
0x0088,ZC,,FIX,10,1,0xCA00F1,,ZC_STOPMOVE
0x0089,CZ,,FIX,11,0,,11,CZ:TickSend
0x008A,ZC,,FIX,29,1,0xC9E65A,,ZC_NOTIFY_ACT
0x008B,ZC,,FIX,23,1,0xCA3AEB,2,
0x008C,CZ,,FIX,14,0,,14,CZ:GetCharNameRequest
0x008D,ZC,,VAR,8,1,0xC9E723,-1,ZC_NOTIFY_CHAT
0x008E,ZC,,VAR,4,1,0xC9E6EC,-1,
0x0090,CZ,,FIX,7,0,,,CZ_CONTACTNPC
0x0091,ZC,observed,FIX,22,1,0xC9E908,,ZC_NPCACK_MAPMOVE
0x0092,ZC,,FIX,28,1,0xC9E985,,ZC_NPCACK_SERVERMOVE
0x0093,ZC,,FIX,2,1,0xC9E919,2,
0x0094,CZ,,FIX,19,0,,19,CZ:MoveToKafra
0x0095,ZC,,FIX,30,1,0xC9EB2C,,ZC_ACK_REQNAMEALL_NPC
0x0096,CZ,,VAR,28,0,,-1,CZ:WisMessage
0x0097,ZC,,VAR,32,1,0xC9ECC6,,ZC_WHISPER
0x0098,ZC,,FIX,3,1,0xC9E1DD,,ZC_ACK_WHISPER
0x0099,CZ,,VAR,4,0,,,CZ_BROADCAST
0x009A,ZC,,VAR,4,1,0xC9ECB5,,"ZC_BROADCAST | ZC_REQ_EXCHANGE_ITEM"
0x009B,CZ,,FIX,34,0,,34,CZ:WantToConnection
0x009C,ZC,,FIX,9,1,0xC9EF39,,ZC_CHANGE_DIRECTION
0x009D,ZC,,FIX,19,1,0xC9F139,,ZC_ITEM_ENTRY
0x009E,ZC,,FIX,19,1,0xC9FE20,17,
0x009F,CZ,,FIX,20,0,,20,CZ:UseItem
0x00A0,ZC,,FIX,33,1,0xC9F2E3,,ZC_ITEM_PICKUP_ACK
0x00A1,ZC,,FIX,6,1,0xC9F2F4,,ZC_ITEM_DISAPPEAR
0x00A2,CZ,,FIX,14,0,,14,CZ:SolveCharName
0x00A3,ZC,,VAR,4,1,0xC9F317,,
0x00A4,ZC,,VAR,4,1,0xC9FC87,,
0x00A5,ZC,,VAR,4,1,0xCA1EB6,,
0x00A6,ZC,,VAR,4,1,0xCA21C5,,
0x00A7,CZ,,FIX,9,0,,9,CZ:WalkToXY
0x00A8,ZC,,FIX,7,1,0xCA02AB,,
0x00A9,CZ,,FIX,6,0,,,CZ_REQ_WEAR_EQUIP
0x00AA,ZC,,FIX,9,1,0xCA036F,,ZC_REQ_WEAR_EQUIP_ACK
0x00AB,CZ,,FIX,4,0,,4,CZ:UnequipItem
0x00AC,ZC,,FIX,7,1,0xCA04EC,,ZC_REQ_TAKEOFF_EQUIP_ACK
0x00AE,ZC,,VAR,4,1,,-1,
0x00AF,ZC,,FIX,6,1,0xCA057F,,ZC_ITEM_THROW_ACK
0x00B0,ZC,,FIX,8,1,0xCA0289,,ZC_PAR_CHANGE
0x00B1,ZC,,FIX,8,1,0xCA029A,,
0x00B2,CZ,,FIX,3,0,,3,CZ:Restart
0x00B3,ZC,,FIX,3,0,0xCA09EF,,ZC_RESTART_ACK
0x00B4,ZC,,VAR,8,1,0xCA06B6,,"ZC_SAY_DIALOG | ZC_SAY_DIALOG2"
0x00B5,ZC,,FIX,6,1,0xCA076E,,"ZC_WAIT_DIALOG | ZC_WAIT_DIALOG2"
0x00B6,ZC,,FIX,6,1,0xCA0964,,ZC_CLOSE_DIALOG
0x00B7,ZC,,VAR,8,1,0xCA09DE,,ZC_MENU_LIST
0x00B8,CZ,,FIX,7,0,,7,CZ:NpcSelectMenu
0x00B9,CZ,,FIX,6,0,,6,CZ:NpcNextClicked
0x00BA,?,,FIX,2,0,,2,
0x00BB,CZ,,FIX,5,0,,5,CZ:StatusUp
0x00BC,ZC,,FIX,6,1,0xCA0A7A,,ZC_STATUS_CHANGE_ACK
0x00BD,ZC,,FIX,44,1,0xCA0A8B,,ZC_STATUS
0x00BE,ZC,,FIX,5,1,0xCA0A9C,,ZC_STATUS_CHANGE
0x00BF,CZ,,FIX,3,0,,,CZ_REQ_EMOTION
0x00C0,ZC,,FIX,7,1,0xCA0DC2,,ZC_EMOTION
0x00C1,CZ,,FIX,2,0,,2,CZ:HowManyConnections
0x00C2,ZC,,FIX,6,1,0xCA0E1F,,ZC_USER_COUNT
0x00C3,ZC,,FIX,8,1,0xCA0EEA,8,
0x00C4,ZC,,FIX,6,1,0xCA0EFB,,ZC_SELECT_DEALTYPE
0x00C5,CZ,,FIX,7,0,,,CZ_ACK_SELECT_DEALTYPE
0x00C6,ZC,,VAR,4,1,0xCA0F56,-1,ZC_PC_PURCHASE_ITEMLIST
0x00C7,ZC,,VAR,4,1,0xCA10DB,,ZC_PC_SELL_ITEMLIST
0x00C8,CZ,,VAR,4,0,,-1,CZ:NpcBuyListSend
0x00C9,CZ,,VAR,4,0,,,CZ_PC_SELL_ITEMLIST
0x00CA,ZC,,FIX,3,1,0xCA10EC,3,ZC_PC_PURCHASE_RESULT
0x00CB,ZC,,FIX,3,1,0xCA10FD,3,
0x00CC,CZ,,FIX,6,0,,6,CZ:GMKick
0x00CD,ZC,,FIX,3,1,0xC9F020,3,
0x00CE,CZ,,FIX,2,0,,2,CZ:GMKickAll
0x00CF,CZ,,FIX,27,0,,27,CZ:PMIgnore
0x00D0,CZ,,FIX,3,0,,,CZ_SETTING_WHISPER_STATE
0x00D1,ZC,,FIX,4,1,0xCA150E,,ZC_SETTING_WHISPER_PC
0x00D2,ZC,,FIX,4,1,0xCA1530,,ZC_SETTING_WHISPER_STATE
0x00D3,CZ,,FIX,2,0,,2,CZ:PMIgnoreList
0x00D4,ZC,,VAR,4,1,0xCA1623,,ZC_WHISPER_LIST
0x00D5,CZ,,VAR,15,0,,,CZ_CREATE_CHATROOM
0x00D6,ZC,,FIX,3,1,0xCA1701,,ZC_ACK_CREATE_CHATROOM
0x00D7,ZC,,VAR,17,1,0xCA1844,,ZC_ROOM_NEWENTRY
0x00D8,ZC,,FIX,6,1,0xCA1855,,ZC_DESTROY_ROOM
0x00D9,CZ,,FIX,14,0,,,CZ_REQ_ENTER_ROOM
0x00DA,ZC,,FIX,3,1,0xCA1B95,,ZC_REFUSE_ENTER_ROOM
0x00DB,ZC,,VAR,8,1,0xCA18DD,,ZC_ENTER_ROOM
0x00DC,ZC,,FIX,28,1,0xCA18EE,,ZC_MEMBER_NEWENTRY
0x00DD,ZC,,FIX,29,1,0xCA19F4,,ZC_MEMBER_EXIT
0x00DE,CZ,,VAR,15,0,,,CZ_CHANGE_CHATROOM
0x00DF,ZC,,VAR,17,1,0xCA1BA6,,ZC_CHANGE_CHATROOM
0x00E0,CZ,,FIX,30,0,,30,CZ:ChangeChatOwner
0x00E1,ZC,,FIX,30,1,0xCA1B3E,,ZC_ROLE_CHANGE
0x00E2,CZ,,FIX,26,0,,26,CZ:KickFromChat
0x00E3,CZ,,FIX,2,0,,2,CZ:ChatLeave
0x00E4,CZ,,FIX,6,0,,6,CZ:TradeRequest
0x00E5,ZC,,FIX,26,1,0xCA1BB7,26,
0x00E6,CZ,,FIX,3,0,,3,CZ:TradeAck
0x00E7,ZC,,FIX,3,1,0xCA1CE4,,ZC_ACK_EXCHANGE_ITEM
0x00E8,CZ,,FIX,8,0,,,CZ_ADD_EXCHANGE_ITEM
0x00E9,ZC,,FIX,29,1,,,ZC_ADD_EXCHANGE_ITEM
0x00EA,ZC,,FIX,5,1,0xCA1D28,5,ZC_ACK_ADD_EXCHANGE_ITEM
0x00EB,CZ,,FIX,2,0,,2,CZ:TradeOk
0x00EC,ZC,,FIX,3,1,0xCA1D39,,ZC_CONCLUDE_EXCHANGE_ITEM
0x00ED,CZ,,FIX,2,0,,2,CZ:TradeCancel
0x00EE,ZC,,FIX,2,1,0xCA1D9D,,ZC_CANCEL_EXCHANGE_ITEM
0x00EF,CZ,,FIX,2,0,,2,CZ:TradeCommit
0x00F0,ZC,,FIX,3,1,0xCA1E0D,,ZC_EXEC_EXCHANGE_ITEM
0x00F1,ZC,,FIX,2,1,0xCA1E9D,,ZC_EXCHANGEITEM_UNDO
0x00F2,ZC,,FIX,6,1,0xCA2354,,ZC_NOTIFY_STOREITEM_COUNTINFO
0x00F3,CZ,,VAR,4,0,,-1,CZ:GlobalMessage
0x00F4,ZC,,FIX,31,1,,,ZC_ADD_ITEM_TO_STORE
0x00F5,CZ,,FIX,11,0,,11,CZ:TakeItem
0x00F6,ZC,,FIX,8,1,0xCA22CE,,ZC_DELETE_ITEM_FROM_STORE
0x00F7,CZ,,FIX,17,0,,17,CZ:MoveFromKafra
0x00F8,ZC,,FIX,2,1,0xCA2339,,ZC_CLOSE_STORE
0x00F9,CZ,,FIX,26,0,,,CZ_MAKE_GROUP
0x00FA,ZC,,FIX,3,1,0xCA2389,,ZC_ACK_MAKE_GROUP
0x00FB,ZC,,VAR,28,1,0xCA2442,-1,
0x00FC,CZ,,FIX,6,0,,,CZ_REQ_JOIN_GROUP
0x00FD,ZC,,FIX,27,1,0xCA24B5,27,ZC_PARTY_JOIN_REQ_ACK
0x00FE,ZC,,FIX,30,1,0xCA24C6,,ZC_PARTY_JOIN_REQ
0x00FF,CZ,,FIX,10,0,,,CZ_JOIN_GROUP
0x0100,CZ,,FIX,2,0,,,CZ_REQ_LEAVE_GROUP
0x0101,ZC,,FIX,6,1,0xCA4A6F,6,
0x0102,CZ,,FIX,6,0,,6,CZ:PartyChangeOption
0x0103,CZ,,FIX,30,0,,,CZ_REQ_EXPEL_GROUP_MEMBER
0x0104,ZC,,FIX,79,1,0xCA2BFA,79,
0x0105,ZC,,FIX,31,1,0xCA2C0B,,ZC_DELETE_MEMBER_FROM_GROUP
0x0106,ZC,,FIX,10,1,0xCA2C1C,,ZC_NOTIFY_HP_TO_GROUPM
0x0107,ZC,,FIX,10,1,0xCA2DBE,,ZC_NOTIFY_POSITION_TO_GROUPM
0x0108,CZ,,VAR,4,0,,-1,CZ:PartyMessage
0x0109,ZC,,VAR,8,1,0xCA2EBD,-1,ZC_NOTIFY_CHAT_PARTY
0x010A,ZC,,FIX,6,1,0xCA2ECE,,ZC_MVP_GETTING_ITEM
0x010B,ZC,,FIX,6,1,0xCA300A,,ZC_MVP_GETTING_SPECIAL_EXP
0x010C,ZC,,FIX,6,1,0xCA3085,,ZC_MVP
0x010D,ZC,,FIX,2,1,0xCA3101,,ZC_THROW_MVPITEM
0x010E,ZC,,FIX,11,1,0xCA3128,,ZC_SKILLINFO_UPDATE
0x010F,ZC,,VAR,4,1,0xCA3184,,ZC_SKILLINFO_LIST
0x0110,ZC,,FIX,14,1,0xCA3672,,ZC_ACK_TOUSESKILL
0x0111,ZC,,FIX,39,1,0xCA3779,,ZC_ADD_SKILL
0x0112,CZ,,FIX,4,0,,4,CZ:SkillUp
0x0113,CZ,,FIX,25,0,,25,CZ:UseSkillToPos
0x0114,ZC,,FIX,31,1,0xCA37DC,31,ZC_NOTIFY_SKILL
0x0115,ZC,observed,FIX,35,1,0xCA3C2F,35,ZC_NOTIFY_SKILL_POSITION
0x0116,CZ,,FIX,17,0,,17,CZ:DropItem
0x0117,ZC,,FIX,18,1,0xCA37ED,,ZC_NOTIFY_GROUNDSKILL
0x0118,CZ,,FIX,2,0,,2,CZ:StopAttack
0x0119,ZC,,FIX,13,1,0xCA37FE,13,ZC_STATE_CHANGE
0x011A,ZC,,FIX,15,1,0xCA39E6,,ZC_USE_SKILL
0x011B,CZ,,FIX,20,0,,,CZ_SELECT_WARPPOINT
0x011C,ZC,,FIX,68,1,0xCA3C40,,ZC_WARPLIST
0x011D,CZ,,FIX,2,0,,2,CZ:RequestMemo
0x011E,ZC,,FIX,3,1,0xCA3CEB,,ZC_ACK_REMEMBER_WARPPOINT
0x011F,ZC,,FIX,16,1,0xCA3A44,16,
0x0120,ZC,,FIX,6,1,0xCA3A55,,ZC_SKILL_DISAPPEAR
0x0121,ZC,,FIX,14,1,0xCA3E2E,,ZC_NOTIFY_CARTITEM_COUNTINFO
0x0122,ZC,,VAR,4,1,0xCA4193,,
0x0123,ZC,,VAR,4,1,0xCA3EA3,,
0x0124,ZC,,FIX,31,1,0xCA432C,,ZC_ADD_ITEM_TO_CART
0x0125,ZC,,FIX,8,1,0xCA43DF,,ZC_DELETE_ITEM_FROM_CART
0x0126,CZ,,FIX,8,0,,,CZ_MOVE_ITEM_FROM_BODY_TO_CART
0x0127,CZ,,FIX,8,0,,,CZ_MOVE_ITEM_FROM_CART_TO_BODY
0x0128,CZ,,FIX,8,0,,,CZ_MOVE_ITEM_FROM_STORE_TO_CART
0x0129,CZ,,FIX,8,0,,,CZ_MOVE_ITEM_FROM_CART_TO_STORE
0x012A,CZ,,FIX,2,0,,2,CZ:RemoveOption
0x012B,ZC,,FIX,2,1,0xCA429C,,ZC_CARTOFF
0x012C,ZC,,FIX,3,1,0xCA42B7,,ZC_ACK_ADDITEM_TO_CART
0x012D,ZC,,FIX,4,1,0xCA4532,,ZC_OPENSTORE
0x012E,CZ,,FIX,2,0,,2,CZ:CloseVending
0x012F,CZ,,VAR,84,0,,-1,CZ:OpenVending
0x0130,CZ,,FIX,6,0,,6,CZ:VendingListReq
0x0131,ZC,,FIX,86,1,0xCA4767,,ZC_STORE_ENTRY
0x0132,ZC,,FIX,6,1,0xCA47CB,,ZC_DISAPPEAR_ENTRY
0x0133,ZC,,VAR,8,1,0xCA480C,,ZC_PC_PURCHASE_ITEMLIST_FROMMC
0x0134,CZ,,VAR,8,0,,,CZ_PC_PURCHASE_ITEMLIST_FROMMC
0x0135,ZC,,FIX,7,1,0xCA481D,,ZC_PC_PURCHASE_RESULT_FROMMC
0x0136,ZC,,VAR,8,1,0xCA482E,,ZC_PC_PURCHASE_MYITEMLIST
0x0137,ZC,,FIX,6,1,0xCA483F,,ZC_DELETEITEM_FROM_MCSTORE
0x0138,?,,FIX,3,0,,3,
0x0139,ZC,,FIX,16,1,0xCA489F,,ZC_ATTACK_FAILURE_FOR_DISTANCE
0x013A,ZC,,FIX,4,1,0xCA4958,,ZC_ATTACK_RANGE
0x013B,ZC,,FIX,4,1,0xCA4969,,ZC_ACTION_FAILURE
0x013C,ZC,,FIX,4,1,0xCA497A,,ZC_EQUIP_ARROW
0x013D,ZC,,FIX,6,1,0xCA4A12,,ZC_RECOVERY
0x013E,ZC,,FIX,24,1,0xCA4A38,,ZC_USESKILL_ACK
0x013F,CZ,,FIX,26,0,,26,CZ:GM_Item_Monster
0x0140,CZ,,FIX,22,0,,,CZ_MOVETO_MAP
0x0141,ZC,,FIX,14,1,0xCA4B6E,,
0x0142,ZC,,FIX,6,1,0xCA4B7F,,ZC_OPEN_EDITDLG
0x0143,CZ,,FIX,10,0,,,CZ_INPUT_EDITDLG
0x0144,ZC,,FIX,23,1,0xCA4BC5,,ZC_COMPASS
0x0145,ZC,,FIX,19,1,0xCA4CA5,19,
0x0146,CZ,,FIX,6,0,,,CZ_CLOSE_DIALOG
0x0147,ZC,,FIX,39,1,0xCA4D43,39,ZC_AUTORUN_SKILL
0x0148,ZC,,FIX,8,1,0xCA4E0F,,ZC_RESURRECTION
0x0149,CZ,,FIX,9,0,,9,CZ:GMReqNoChat
0x014A,ZC,,FIX,6,1,0xCA56D6,6,
0x014B,ZC,,FIX,27,1,0xCA5768,,ZC_NOTIFY_MANNER_POINT_GIVEN
0x014C,ZC,,VAR,4,1,0xCA51E0,,ZC_MYGUILD_BASIC_INFO
0x014D,CZ,,FIX,2,0,,2,CZ:GuildCheckMaster
0x014E,ZC,,FIX,6,1,0xCA51F1,,ZC_ACK_GUILD_MENUINTERFACE
0x014F,CZ,,FIX,6,0,,6,CZ:GuildRequestInfo
0x0150,ZC,,FIX,110,1,0xCA4F86,110,
0x0151,CZ,,FIX,6,0,,6,"CZ_REQ_GUILD_EMBLEM_IMG1 | CZ:GuildRequestEmblem"
0x0152,ZC,,VAR,12,1,0xCA4F0B,-1,ZC_GUILD_EMBLEM_IMG
0x0153,CZ,,VAR,4,0,,-1,CZ:GuildChangeEmblem
0x0154,ZC,,VAR,4,1,0xCA5200,-1,ZC_MEMBERMGR_INFO
0x0155,CZ,,VAR,4,0,,,CZ_REQ_CHANGE_MEMBERPOS
0x0156,ZC,,VAR,4,1,0xCA5211,,ZC_ACK_REQ_CHANGE_MEMBERS
0x0157,?,,FIX,6,0,,6,
0x0159,CZ,,FIX,54,0,,,CZ_REQ_LEAVE_GUILD
0x015A,ZC,,FIX,66,1,0xCA52A7,,
0x015B,CZ,,FIX,54,0,,,CZ_REQ_BAN_GUILD
0x015C,ZC,,FIX,90,1,,,
0x015D,CZ,,FIX,42,0,,,CZ_REQ_DISORGANIZE_GUILD
0x015E,ZC,,FIX,6,1,0xCA52C9,,ZC_ACK_DISORGANIZE_GUILD_RESULT
0x015F,ZC,,FIX,42,1,0xCA535F,42,
0x0160,ZC,,VAR,4,1,0xCA53D7,,ZC_POSITION_INFO
0x0161,CZ,,VAR,4,0,,-1,CZ:GuildChangePositionInfo
0x0162,ZC,,VAR,6,1,0xCA6D88,,ZC_GUILD_SKILLINFO
0x0163,ZC,,VAR,4,1,0xCA53E8,,ZC_BAN_LIST
0x0164,ZC,,VAR,4,1,0xC9E1DD,-1,
0x0165,CZ,,FIX,30,0,,30,CZ:CreateGuild
0x0166,ZC,,VAR,4,1,0xCA53F9,-1,ZC_POSITION_ID_NAME_INFO
0x0167,ZC,,FIX,3,1,0xCA4F97,,ZC_RESULT_MAKE_GUILD
0x0168,CZ,,FIX,14,0,,,CZ_REQ_JOIN_GUILD
0x0169,ZC,,FIX,3,1,0xCA5049,,ZC_ACK_REQ_JOIN_GUILD
0x016A,ZC,,FIX,30,1,0xCA50F4,,ZC_REQ_JOIN_GUILD
0x016B,CZ,,FIX,10,0,,,CZ_JOIN_GUILD
0x016C,ZC,,FIX,43,1,0xCA540A,43,ZC_UPDATE_GDID
0x016D,ZC,,FIX,14,1,0xCA556A,,ZC_UPDATE_CHARSTAT
0x016E,CZ,,FIX,186,0,,186,CZ:GuildChangeNotice
0x016F,ZC,,FIX,182,1,0xCA57DF,,ZC_GUILD_NOTICE
0x0170,CZ,,FIX,14,0,,14,CZ:GuildRequestAlliance
0x0171,ZC,,FIX,30,1,0xCA5812,,ZC_REQ_ALLY_GUILD
0x0172,CZ,,FIX,10,0,,10,CZ:GuildReplyAlliance
0x0173,ZC,,FIX,3,1,0xCA58AB,,ZC_ACK_REQ_ALLY_GUILD
0x0174,ZC,,VAR,4,1,0xCA58FE,,ZC_ACK_CHANGE_GUILD_POSITIONINFO
0x0175,?,,FIX,6,0,,6,
0x0176,?,,FIX,106,0,,106,
0x0177,ZC,,VAR,4,1,0xCA590F,-1,
0x0178,CZ,,FIX,4,0,,,CZ_REQ_ITEMIDENTIFY
0x0179,ZC,,FIX,5,1,0xCA5A1A,,ZC_ACK_ITEMIDENTIFY
0x017A,CZ,,FIX,4,0,,,CZ_REQ_ITEMCOMPOSITION_LIST
0x017B,ZC,,VAR,4,1,0xCA5AC9,-1,
0x017C,CZ,,FIX,6,0,,,CZ_REQ_ITEMCOMPOSITION
0x017D,ZC,,FIX,7,1,0xCA5BD2,,ZC_ACK_ITEMCOMPOSITION
0x017E,CZ,,VAR,4,0,,-1,CZ:GuildMessage
0x017F,ZC,,VAR,4,1,0xCA57F0,,ZC_GUILD_CHAT
0x0180,CZ,,FIX,6,0,,6,CZ:GuildOpposition
0x0181,ZC,,FIX,3,1,0xCA5BE3,,ZC_ACK_REQ_HOSTILE_GUILD
0x0182,ZC,,FIX,106,1,0xCA5C46,106,
0x0183,CZ,,FIX,10,0,,10,CZ:GuildDelAlliance
0x0184,ZC,,FIX,10,1,0xCA5C57,,ZC_DELETE_RELATED_GUILD
0x0185,ZC,,FIX,34,1,0xCA5C7F,34,
0x0187,ZC,,FIX,6,0,0xC9E1DD,6,PING
0x0188,ZC,,FIX,8,1,0xCA5C90,,ZC_ACK_ITEMREFINING
0x0189,ZC,,FIX,4,1,0xCA5CA1,,ZC_NOTIFY_MAPINFO
0x018A,CZ,,FIX,4,0,,4,CZ:QuitGame
0x018B,ZC,,FIX,4,0,0xCA5DEE,4,
0x018C,ZC,,FIX,29,1,0xCA5E4D,,ZC_MONSTER_INFO
0x018D,ZC,,VAR,4,1,0xCA5EC5,,ZC_MAKABLEITEMLIST
0x018E,CZ,,FIX,18,0,,,CZ_REQMAKINGITEM
0x018F,ZC,,FIX,8,1,0xCA61FC,,ZC_ACK_REQMAKINGITEM
0x0190,CZ,,FIX,23,0,,23,CZ:ActionRequest
0x0191,ZC,,FIX,27,1,0xCA620D,,ZC_TALKBOX_CHATCONTENTS
0x0192,ZC,,FIX,24,1,0xCA6252,,ZC_UPDATE_MAPINFO
0x0193,CZ,,FIX,2,0,,2,CZ:CloseKafra
0x0194,ZC,,FIX,30,1,0xCA62BB,,ZC_ACK_REQNAME_BYGID
0x0195,ZC,,FIX,102,1,0xCA632A,,ZC_ACK_REQNAMEALL
0x0196,ZC,,FIX,9,1,0xCA634C,9,
0x0197,CZ,,FIX,4,0,,,CZ_RESET
0x0198,CZ,,FIX,8,0,,8,CZ:GMChangeMapType
0x0199,ZC,,FIX,4,1,0xCA6390,4,
0x019A,ZC,,FIX,14,1,0xCA647E,14,
0x019B,ZC,,FIX,10,1,0xCA648F,,ZC_NOTIFY_EFFECT
0x019C,CZ,,VAR,4,0,,,CZ_LOCALBROADCAST
0x019D,CZ,,FIX,6,0,,6,CZ:GMHide
0x019E,ZC,,FIX,2,1,0xCA64D3,,ZC_START_CAPTURE
0x019F,CZ,,FIX,6,0,,6,CZ:CatchPet
0x01A0,ZC,,FIX,3,1,0xCA6528,,ZC_TRYCAPTURE_MONSTER
0x01A1,CZ,,FIX,3,0,,3,CZ:PetMenu
0x01A2,ZC,,FIX,37,1,0xCA6657,,ZC_PROPERTY_PET
0x01A3,ZC,,FIX,7,1,0xCA67A3,5,ZC_FEED_PET
0x01A4,ZC,,FIX,11,1,0xCA6646,,ZC_CHANGESTATE_PET
0x01A5,CZ,,FIX,26,0,,26,CZ:ChangePetName
0x01A6,ZC,,VAR,4,1,0xCA6539,-1,
0x01A7,CZ,,FIX,4,0,,4,CZ:SelectEgg
0x01A8,?,,FIX,4,0,,4,
0x01A9,CZ,,FIX,6,0,,6,CZ:SendEmotion
0x01AA,ZC,,FIX,10,1,0xCA67B4,,ZC_PET_ACT
0x01AB,ZC,,FIX,12,1,0xCA67C5,,ZC_PAR_CHANGE_USER
0x01AC,ZC,,FIX,6,1,0xCA6803,6,ZC_SKILL_UPDATE
0x01AD,ZC,,VAR,4,1,0xCA68AB,-1,ZC_MAKINGARROW_LIST
0x01AE,CZ,,FIX,6,0,,,CZ_REQ_MAKINGARROW
0x01AF,CZ,,FIX,4,0,,4,CZ:ChangeCart
0x01B0,ZC,,FIX,11,1,0xCA69D8,11,ZC_NPCSPRITE_CHANGE
0x01B1,ZC,,FIX,7,1,0xCA6A09,7,
0x01B2,CZ,,VAR,85,0,,-1,CZ:OpenVending
0x01B3,ZC,,FIX,67,1,0xCA4CF4,,ZC_SHOW_IMAGE
0x01B4,ZC,,FIX,12,1,0xCA6ADC,,ZC_CHANGE_GUILD
0x01B5,?,,FIX,18,0,,18,
0x01B6,ZC,,FIX,114,1,0xCA6B16,114,ZC_GUILD_INFO
0x01B7,?,,FIX,6,0,,6,
0x01B8,ZC,,FIX,3,1,,3,
0x01B9,ZC,,FIX,6,1,0xCA6B27,,ZC_DISPEL
0x01BA,CZ,,FIX,26,0,,26,CZ:GMShift
0x01BB,CZ,,FIX,26,0,,26,CZ:GMShift
0x01BC,CZ,,FIX,26,0,,26,CZ:GMRecall
0x01BD,CZ,,FIX,26,0,,26,CZ:GMRecall
0x01BE,?,,FIX,2,0,,2,
0x01BF,?,,FIX,3,0,,3,
0x01C0,CZ,,FIX,2,0,,2,CZ_REQ_REMAINTIME
0x01C1,ZC,,FIX,14,1,0xCA6C73,14,
0x01C2,ZC,,FIX,10,1,0xCA6C84,10,
0x01C3,ZC,,VAR,16,1,0xCA6D77,-1,ZC_BROADCAST2
0x01C4,ZC,,FIX,32,1,0xCA6EE9,,ZC_ADD_ITEM_TO_STORE
0x01C5,ZC,,FIX,32,1,0xCA6EFA,,ZC_ADD_ITEM_TO_CART
0x01C6,?,,FIX,4,0,,4,
0x01C7,ZC,,FIX,2,1,0xCA6F2D,2,
0x01C8,ZC,,FIX,15,1,0xCA6F41,,
0x01C9,ZC,,FIX,97,1,0xCA7043,,
0x01CA,?,,FIX,3,0,,3,
0x01CB,?,,FIX,9,0,,9,
0x01CC,ZC,,FIX,9,1,0xC9E1DD,9,
0x01CD,ZC,,FIX,30,1,0xCA71C5,,ZC_AUTOSPELLLIST
0x01CE,CZ,,FIX,6,0,,,CZ_SELECTAUTOSPELL
0x01CF,ZC,,FIX,28,1,0xCA72BD,28,
0x01D0,ZC,,FIX,8,1,0xCA72DF,8,ZC_SPIRITS
0x01D1,ZC,,FIX,14,1,0xCA730A,,ZC_BLADESTOP
0x01D2,ZC,,FIX,10,1,0xCA731B,,ZC_COMBODELAY
0x01D3,ZC,,FIX,35,1,0xCA7377,,ZC_SOUND
