opcode,direction,bourgeon,client_len_type,client_len,replay_flag_f5,zone_recv_handler,server_len,names
0x097D,ZC,,FIX,288,1,0xCA0EB7,,ZC_ACK_RANKING
0x097E,ZC,,FIX,12,1,0xCA0EC8,,ZC_UPDATE_RANKING_POINT
0x097F,ZC,,VAR,8,1,0xCA8ABD,-1,
0x0980,CZ,,FIX,7,1,,7,CZ:SelectCart
0x0981,?,,VAR,12,0,,,
0x0982,?,,FIX,7,0,,,
0x0983,ZC,,FIX,29,1,0xCA8ACE,29,
0x0984,ZC,,FIX,28,1,0xCA8ADF,,ZC_EFST_SET_ENTER
0x0985,ZC,,VAR,4,1,0xCA29BD,,
0x0986,?,,FIX,10,0,,,
0x0987,?,,VAR,41,0,,,
0x0988,ZC,,FIX,6,0,0xCA8AF0,,ZC_NOTIFY_CLAN_CONNECTINFO
0x0989,ZC,,FIX,2,0,0xCA8B01,,ZC_ACK_CLAN_LEAVE
0x098A,ZC,,VAR,74,0,0xCA8B12,,ZC_CLANINFO
0x098B,?,,FIX,2,0,,,
0x098C,?,,FIX,4,0,,,
0x098D,CZ,,VAR,4,0,,-1,CZ:clan_chat
0x098E,ZC,,VAR,28,0,0xCA8B23,,ZC_NOTIFY_CLAN_CHAT
0x098F,?,,VAR,8,0,,,
0x0990,ZC,,FIX,41,1,0xCA8B45,,ZC_ITEM_PICKUP_ACK
0x0991,ZC,,VAR,4,1,0xCA8BD4,,
0x0992,ZC,,VAR,4,1,0xCA8BE5,,
0x0993,ZC,,VAR,4,1,0xCA8C07,,
0x0994,ZC,,VAR,4,1,0xCA8C18,,
0x0995,ZC,,VAR,28,1,0xCA8C29,,
0x0996,ZC,,VAR,28,1,0xCA8C3A,,
0x0997,ZC,,VAR,45,1,0xCA8B34,,ZC_EQUIPWIN_MICROSCOPE
0x0998,CZ,,FIX,8,1,,,CZ_REQ_WEAR_EQUIP
0x0999,ZC,,FIX,11,1,0xCA8C7E,,ZC_REQ_WEAR_EQUIP_ACK
0x099A,ZC,,FIX,9,1,0xCA8CA8,,ZC_REQ_TAKEOFF_EQUIP_ACK
0x099B,ZC,,FIX,8,1,0xCA813E,8,
0x099C,?,,FIX,6,0,,,
0x099D,ZC,,VAR,4,0,,,HC_ACK_CHARINFO_PER_PAGE
0x099E,?,,FIX,12,0,,,
0x099F,ZC,,VAR,22,1,0xCA7065,22,
0x09A0,ZC,,FIX,6,0,,,HC_CHARLIST_NOTIFY
0x09A1,CZ,,FIX,2,0,,,CH_CHARLIST_REQ
0x09A2,?,,FIX,6,0,,,
0x09A3,?,,VAR,8,0,,,
0x09A4,?,,FIX,18,0,,,
0x09A5,?,,FIX,7,0,,,
0x09A6,ZC,,FIX,12,0,0xCA8D33,,ZC_BANKING_CHECK
0x09A7,CZ,,FIX,10,0,,,CZ_REQ_BANKING_DEPOSIT
0x09A8,ZC,,FIX,16,0,0xCA8D44,,ZC_ACK_BANKING_DEPOSIT
0x09A9,CZ,,FIX,10,0,,,CZ_REQ_BANKING_WITHDRAW
0x09AA,ZC,,FIX,16,0,0xCA8D55,,ZC_ACK_BANKING_WITHDRAW
0x09AB,CZ,,FIX,6,0,,,CZ_REQ_BANKING_CHECK
0x09AC,CZ,,VAR,8,0,,,CZ_REQ_CASH_BARGAIN_SALE_ITEM_INFO
0x09AD,ZC,,FIX,12,0,,,ZC_ACK_CASH_BARGAIN_SALE_ITEM_INFO
0x09AE,CZ,,FIX,19,0,,,CZ_REQ_APPLY_BARGAIN_SALE_ITEM
0x09AF,?,,FIX,4,0,,4,
0x09B0,CZ,,FIX,10,0,,,CZ_REQ_REMOVE_BARGAIN_SALE_ITEM
0x09B1,?,,FIX,4,0,,4,
0x09B2,ZC,,FIX,10,0,,,ZC_NOTIFY_BARGAIN_SALE_SELLING
0x09B3,ZC,,FIX,6,0,,,ZC_NOTIFY_BARGAIN_SALE_CLOSE
0x09B4,CZ,,FIX,6,0,,6,CZ:sale_open
0x09B5,?,,FIX,2,0,,,
0x09B6,CZ,,FIX,6,0,,,CZ_REQ_OPEN_BANKING
0x09B7,ZC,,FIX,4,0,0xC9E1DD,,ZC_ACK_OPEN_BANKING
0x09B8,CZ,,FIX,6,0,,,CZ_REQ_CLOSE_BANKING
0x09B9,ZC,,FIX,4,0,0xC9E1DD,,ZC_ACK_CLOSE_BANKING
0x09BA,?,,FIX,2,0,,,
0x09BB,ZC,,FIX,6,0,0xCA8D77,,
0x09BC,CZ,,FIX,6,0,,6,CZ:sale_close
0x09BD,?,,FIX,2,0,,,
0x09BE,?,,FIX,2,0,,,
0x09BF,ZC,,FIX,4,0,0xCA8DAA,,
0x09C1,ZC,,FIX,10,0,0xCA8D66,,ZC_C_MARKERINFO
0x09C2,?,,VAR,4,0,,,
0x09C3,CZ,,FIX,10,0,,8,CZ:sale_refresh
0x09C4,ZC,,FIX,10,0,,,ZC_ACK_COUNT_BARGAIN_SALE_ITEM
0x09C5,?,,FIX,1042,0,,,
0x09C6,?,,VAR,16,0,,,
0x09C7,?,,FIX,18,0,,,
0x09C8,?,,VAR,13,0,,,
0x09C9,?,,VAR,4,0,,,
0x09CA,ZC,,VAR,23,1,0xCA7076,23,
0x09CB,ZC,,FIX,17,1,0xCA3A16,,ZC_USE_SKILL
0x09CC,ZC,,VAR,4,0,0xC9E1DD,,
0x09CD,ZC,,FIX,8,1,0xCA7EEE,,ZC_MSG_COLOR
0x09CE,CZ,,FIX,102,1,,102,CZ:GM_Item_Monster
0x09CF,ZC,,VAR,4,0,0xCA77EE,,
0x09D0,?,,VAR,4,0,,,
0x09D1,ZC,,FIX,14,1,0xCA2A15,14,
0x09D2,ZC,,VAR,28,0,0xCA8D88,,
0x09D3,ZC,,VAR,28,0,0xCA8D99,,
0x09D4,CZ,,FIX,2,0,,2,CZ:NPCShopClosed
0x09D5,ZC,,VAR,4,1,0xCA1174,,ZC_NPC_MARKET_OPEN
0x09D6,CZ,,VAR,4,1,,,CZ_NPC_MARKET_PURCHASE
0x09D7,ZC,,VAR,5,1,,-1,ZC_NPC_MARKET_PURCHASE_RESULT
0x09D8,CZ,,FIX,2,1,,2,CZ:NPCMarketClosed
0x09D9,?,,FIX,4,0,,,
0x09DA,ZC,,VAR,8,0,0xCA8DBB,,ZC_ACK_GUILDSTORAGE_LOG
0x09DB,ZC,,VAR,88,1,0xCA8A35,-1,
0x09DC,ZC,,VAR,81,1,0xCA8A46,-1,
0x09DD,ZC,,VAR,82,1,0xCA8A57,-1,
0x09DE,ZC,,VAR,33,1,0xC9EEE8,,ZC_WHISPER
0x09DF,ZC,,FIX,7,1,0xC9EF1F,,ZC_ACK_WHISPER
0x09E0,?,,VAR,40,0,,,
0x09E1,ZC,,FIX,8,1,,,
0x09E2,ZC,,FIX,8,1,,,
0x09E3,ZC,,FIX,8,1,,,
0x09E4,ZC,,FIX,8,1,,,
0x09E5,ZC,,FIX,18,1,0xCA4871,,ZC_DELETEITEM_FROM_MCSTORE
0x09E6,ZC,,FIX,24,1,0xCA8456,22,
0x09E7,ZC,,FIX,3,1,0xCA8E00,3,
0x09E8,CZ,,FIX,11,1,,11,CZ:Mail_refreshinbox
0x09E9,CZ,,FIX,2,1,,2,CZ:dull
0x09EA,CZ,,FIX,11,1,,11,CZ:Mail_read
0x09EB,ZC,,VAR,24,1,0xC9E1DD,,ZC_ACK_READ_RODEX
0x09EC,CZ,,VAR,64,1,,-1,CZ:Mail_send
0x09ED,ZC,,FIX,3,1,0xCA8E11,3,
0x09EE,CZ,,FIX,11,1,,11,CZ:Mail_refreshinbox
0x09EF,CZ,,FIX,11,1,,11,CZ:Mail_refreshinbox
0x09F0,ZC,,VAR,7,1,0xCA8E44,-1,
0x09F1,CZ,,FIX,11,1,,11,CZ:Mail_getattach
0x09F2,ZC,,FIX,12,1,0xCA8E33,12,
0x09F3,CZ,,FIX,11,1,,11,CZ:Mail_getattach
0x09F4,ZC,,FIX,12,1,0xCA8E22,12,
0x09F5,CZ,,FIX,11,1,,11,CZ:Mail_delete
0x09F6,ZC,,FIX,11,1,0xCA8E55,11,
0x09F7,ZC,,FIX,77,1,,75,ZC_PROPERTY_HOMUN
0x09F8,ZC,,VAR,8,1,0xCA33DB,-1,
0x09F9,ZC,,FIX,143,1,0xCA3426,143,
0x09FA,ZC,,VAR,6,1,0xCA33EC,-1,
0x09FB,CZ,,VAR,8,0,,-1,CZ:pet_evolution
0x09FC,ZC,,FIX,6,1,0xCA8DDD,6,
0x09FD,ZC,,VAR,90,1,0xCA8A02,-1,
0x09FE,ZC,,VAR,83,1,0xCA8A13,-1,
0x09FF,ZC,,VAR,84,1,0xCA8A24,-1,
0x0A00,ZC,,FIX,269,1,,269,ZC_SHORTCUT_KEY_LIST
0x0A01,CZ,,FIX,3,0,,3,"CZ_SHORTCUTKEYBAR_ROTATE1 | CZ:HotkeyRowShift"
0x0A02,ZC,,FIX,4,1,0xCA8DEF,,ZC_DRESSROOM_OPEN
0x0A03,CZ,,FIX,2,1,,2,CZ:Mail_cancelwrite
0x0A04,CZ,,FIX,6,1,,6,CZ:Mail_setattach
0x0A05,ZC,,FIX,63,1,0xCA8E66,,ZC_ACK_ADD_ITEM_RODEX
0x0A06,CZ,,FIX,6,1,,6,CZ:Mail_winopen
0x0A07,ZC,,FIX,9,1,0xCA8E77,9,
0x0A08,CZ,,FIX,26,1,,26,CZ:Mail_beginwrite
0x0A09,ZC,,FIX,55,1,0xCA1D17,,ZC_ADD_EXCHANGE_ITEM
0x0A0A,ZC,,FIX,57,1,0xCA6F0B,,ZC_ADD_ITEM_TO_STORE
0x0A0B,ZC,,FIX,57,1,0xCA6F1C,,ZC_ADD_ITEM_TO_CART
0x0A0C,ZC,,FIX,66,1,0xCA8BB2,,ZC_ITEM_PICKUP_ACK
0x0A0D,ZC,,VAR,4,1,0xCA8BF6,,
0x0A0E,ZC,,FIX,14,1,0xCA2B77,14,ZC_BATTLEFIELD_NOTIFY_HP
0x0A0F,ZC,,VAR,4,1,0xCA8C5C,,
0x0A10,ZC,,VAR,28,1,0xCA8C4B,,
0x0A11,ZC,,VAR,28,1,0xCA8C6D,,
0x0A12,ZC,,FIX,27,1,0xCA8E88,27,
0x0A13,CZ,,FIX,26,1,,26,"CZ_CHECKNAME1 | CZ:Mail_Receiver_Check"
0x0A14,ZC,,FIX,10,1,,10,ZC_CHECKNAME
0x0A15,ZC,,FIX,12,1,0xCA8EE2,,ZC_GOLDPCCAFE_POINT
0x0A16,CZ,,FIX,26,0,,,CZ_DYNAMICNPC_CREATE_REQUEST
0x0A17,ZC,,FIX,6,1,0xCA8EF3,,ZC_DYNAMICNPC_CREATE_RESULT
0x0A18,ZC,,FIX,14,1,,,ZC_ACCEPT_ENTER
0x0A19,CZ,,FIX,2,1,,2,CZ:roulette_open
0x0A1A,ZC,,FIX,25,1,0xCA8F04,23,
0x0A1B,CZ,,FIX,2,1,,2,CZ:roulette_info
0x0A1C,ZC,,VAR,8,1,0xCA8F15,-1,
0x0A1D,CZ,,FIX,2,1,,2,CZ:roulette_close
0x0A1E,ZC,,FIX,3,1,0xCA8F26,3,ZC_ACK_CLOSE_ROULETTE
0x0A1F,CZ,,FIX,2,1,,2,CZ:roulette_generate
0x0A20,ZC,,FIX,23,1,0xCA8F37,,
0x0A21,CZ,,FIX,3,1,,3,CZ:roulette_item
0x0A22,ZC,,FIX,7,1,0xCA8F48,5,
0x0A23,ZC,,VAR,22,1,0xCA8F7C,-1,
0x0A24,ZC,,FIX,66,1,0xCA8FAD,66,
0x0A25,CZ,,FIX,6,1,,6,CZ:AchievementCheckReward
0x0A26,ZC,,FIX,7,1,0xCA8FF4,7,
0x0A27,ZC,,FIX,8,1,0xCA4A25,,ZC_RECOVERY
0x0A28,ZC,,FIX,3,1,0xCA45FA,,ZC_ACK_OPENSTORE2
0x0A29,ZC,,FIX,6,0,0xCA8F6A,,
0x0A2A,?,,FIX,6,0,,,
0x0A2B,ZC,,FIX,14,0,0xCA444A,,ZC_SE_CASHSHOP_OPEN
0x0A2C,?,,FIX,12,0,,,
0x0A2D,ZC,,VAR,45,0,0xCA8CCA,,ZC_EQUIPWIN_MICROSCOPE
0x0A2E,CZ,,FIX,6,1,,6,CZ:change_title
0x0A2F,ZC,,FIX,7,1,0xCA900E,7,
0x0A30,ZC,,FIX,106,1,0xCA9028,,ZC_ACK_REQNAMEALL
0x0A31,ZC,,VAR,8,0,0xCA9039,,
0x0A32,?,,FIX,2,0,,2,
0x0A33,ZC,,FIX,7,0,0xCA8F59,,
0x0A34,?,,FIX,6,0,,,
0x0A35,CZ,,FIX,4,0,,4,CZ:Oneclick_Itemidentify
0x0A36,ZC,,FIX,7,1,0xCA8AAC,,
0x0A37,ZC,,FIX,69,1,0xCA8BC3,,ZC_ITEM_PICKUP_ACK
0x0A38,ZC,,FIX,3,1,0xCA8D1F,,ZC_UI_OPEN
0x0A39,CZ,,FIX,36,1,,,CH_MAKE_CHAR
0x0A3A,ZC,,FIX,12,1,0xCA298C,,
0x0A3B,ZC,,VAR,12,1,0xCA904A,,ZC_EQUIPMENT_EFFECT
0x0A3C,?,,VAR,18,0,,,
0x0A3D,CZ,,FIX,20,0,,,CZ_REQ_APPLY_BARGAIN_SALE_ITEM2
0x0A3E,?,,VAR,16,0,,,
0x0A3F,ZC,,FIX,11,0,0xCA905B,,ZC_UPDATE_CARDSLOT
0x0A40,?,,FIX,11,0,,,
0x0A41,ZC,,FIX,18,0,0xCA906C,,
0x0A42,?,,FIX,43,0,,,
0x0A43,ZC,,FIX,85,0,0xCA97B4,,
0x0A44,ZC,,VAR,28,0,0xCA97A3,-1,
0x0A46,CZ,,FIX,14,0,,,CZ_REQ_STYLE_CHANGE
0x0A47,ZC,,FIX,3,0,0xCA90A4,,ZC_STYLE_CHANGE_RES
0x0A48,CZ,,FIX,2,0,,,"CZ_CLOSE_UI_STYLINGSHOP | CZ_REQ_STYLE_CLOSE"
0x0A49,?,,FIX,22,0,,,
0x0A4A,ZC,,FIX,6,0,0xCA9932,6,
0x0A4B,ZC,,FIX,22,0,0xCA9944,22,
0x0A4C,ZC,,FIX,28,0,0xCA9965,28,
0x0A4D,?,,VAR,64,0,,,
0x0A4E,ZC,,FIX,6,0,0xCA91B5,,ZC_RANDOM_COMBINE_ITEM_UI_OPEN
0x0A4F,CZ,,VAR,8,0,,,CZ_REQ_RANDOM_COMBINE_ITEM
0x0A50,ZC,,FIX,4,0,0xCA91C7,,ZC_ACK_RANDOM_COMBINE_ITEM
0x0A51,ZC,,FIX,34,1,0xCA8E99,34,ZC_CHECKNAME
0x0A52,CZ,,FIX,20,0,,,CZ_REQ_UPLOAD_MACRO_DETECTOR
0x0A53,ZC,,FIX,10,0,0xCA90B5,,ZC_ACK_UPLOAD_MACRO_DETECTOR
0x0A54,CZ,,VAR,8,0,,,CZ_UPLOAD_MACRO_DETECTOR_CAPTCHA
0x0A55,ZC,,FIX,2,0,0xCA90CC,,ZC_COMPLETE_UPLOAD_MACRO_DETECTOR_CAPTCHA
0x0A56,CZ,,FIX,6,0,,,CZ_REQ_APPLY_MACRO_DETECTOR
0x0A57,ZC,,FIX,6,0,0xCA90D8,,ZC_ACK_APPLY_MACRO_DETECTOR
0x0A58,ZC,,FIX,8,0,0xCA90EA,,ZC_APPLY_MACRO_DETECTOR
0x0A59,ZC,,VAR,8,0,0xCA9103,,ZC_APPLY_MACRO_DETECTOR_CAPTCHA
0x0A5A,CZ,,FIX,2,0,,,CZ_COMPLETE_APPLY_MACRO_DETECTOR_CAPTCHA
0x0A5B,ZC,,FIX,7,0,0xCA9127,,ZC_REQ_ANSWER_MACRO_DETECTOR
0x0A5C,CZ,,FIX,18,0,,,CZ_ACK_ANSWER_MACRO_DETECTOR
0x0A5D,ZC,,FIX,6,0,0xCA9141,,ZC_CLOSE_MACRO_DETECTOR
0x0A5E,?,,FIX,26,0,,,
0x0A5F,?,,FIX,8,0,,,
0x0A60,ZC,,FIX,3,0,0xCA9FC7,,
0x0A68,CZ,,FIX,3,1,,3,CZ:open_ui
0x0A69,CZ,,FIX,6,0,,,CZ_REQ_PREVIEW_MACRO_DETECTOR
0x0A6A,ZC,,FIX,12,0,0xCA9153,,ZC_ACK_PREVIEW_MACRO_DETECTOR
0x0A6B,ZC,,VAR,8,0,0xCA9172,,ZC_PREVIEW_MACRO_DETECTOR_CAPTCHA
0x0A6C,CZ,,FIX,7,0,,,CZ_REQ_PLAYER_AID_IN_RANGE
0x0A6D,ZC,,VAR,4,0,0xCA9196,,ZC_ACK_PLAYER_AID_IN_RANGE
0x0A6E,CZ,,VAR,68,1,,-1,CZ:Mail_send
0x0A6F,ZC,,VAR,10,1,0xCA91DB,,
0x0A70,CZ,,FIX,2,0,,,CZ_RANDOM_COMBINE_ITEM_UI_CLOSE
0x0A71,?,,VAR,5,0,,,
0x0A72,?,,FIX,61,0,,,
0x0A73,?,,FIX,2,0,,,
0x0A74,?,,FIX,8,0,,,
0x0A76,?,,FIX,80,0,,,
0x0A77,CZ,,FIX,15,0,,15,"CZ_VIEW_CAMERAINFO | CZ:camerainfo"
0x0A78,ZC,,FIX,15,0,0xC9E2DA,15,ZC_VIEW_CAMERAINFO
0x0A79,?,,VAR,67,0,,,
0x0A7B,ZC,,VAR,4,0,0xC9E1DD,,
0x0A7C,?,,VAR,4,0,,,
0x0A7D,ZC,,VAR,7,1,0xCA91FA,-1,
0x0A7E,ZC,,VAR,5,1,0xCA920B,,
0x0A7F,ZC,,VAR,88,1,,,
0x0A80,ZC,,FIX,6,1,,,
0x0A81,ZC,,FIX,4,1,0xCA9231,,
0x0A82,ZC,,FIX,46,1,0xCA95E9,,
0x0A83,ZC,,FIX,46,1,0xCA95D8,,
0x0A84,ZC,,FIX,94,1,0xCA95FA,,ZC_GUILD_INFO
0x0A85,ZC,,FIX,82,1,0xCA95B6,,
0x0A86,ZC,,VAR,4,1,0xCA95C7,,
0x0A87,ZC,,VAR,4,1,0xCA95A5,,ZC_BAN_LIST
0x0A88,CZ,,FIX,2,0,,,CZ_CMD_RESETCOOLTIME
0x0A89,ZC,,FIX,61,1,0xCA924D,,
0x0A8A,ZC,,FIX,6,1,0xCA9498,,
0x0A8B,?,,FIX,2,0,,,
0x0A8C,ZC,,FIX,2,1,,,
0x0A8D,ZC,,VAR,17,1,0xCA94AA,,
0x0A8E,?,,FIX,2,0,,,
0x0A8F,?,,FIX,2,0,,,
0x0A90,?,,FIX,3,0,,,
0x0A91,ZC,,VAR,25,1,0xCA9515,,
0x0A92,ZC,,VAR,96,1,,,
0x0A93,ZC,,FIX,3,1,0xCA9501,,
0x0A94,ZC,,FIX,2,1,,,
0x0A95,ZC,,FIX,4,1,0xCA960B,,
0x0A96,ZC,,FIX,61,0,0xCA964B,,ZC_ADD_EXCHANGE_ITEM
0x0A97,CZ,,FIX,8,0,,8,CZ:equipswitch_add
0x0A98,ZC,,FIX,10,0,0xCA96C7,12,
0x0A99,CZ,,FIX,4,0,,4,CZ:equipswitch_remove
0x0A9A,ZC,,FIX,10,0,0xCA96D8,10,
0x0A9B,ZC,,VAR,4,0,0xCA96FA,-1,
0x0A9C,CZ,,FIX,2,0,,2,CZ:equipswitch_request
0x0A9D,ZC,,FIX,4,0,0xCA96E9,4,
0x0A9E,?,,FIX,2,0,,,
0x0A9F,?,,FIX,2,0,,,
0x0AA0,ZC,,FIX,2,0,0xCA965C,,ZC_OPEN_REFINING_UI
0x0AA1,CZ,,FIX,4,0,,,CZ_REFINING_SELECT_ITEM
0x0AA2,ZC,,VAR,7,0,0xCA9670,,ZC_REFINING_MATERIAL_LIST
0x0AA3,CZ,,FIX,9,0,,,CZ_REQ_REFINING
0x0AA4,CZ,,FIX,2,0,,,CZ_CLOSE_REFINING_UI
0x0AA5,ZC,,VAR,4,1,0xCA96B6,-1,ZC_MEMBERMGR_INFO
0x0AA6,ZC,,FIX,36,1,0xCA96A5,,
0x0AA7,ZC,,FIX,6,1,0xCA971C,,ZC_MOVE_ITEM_FAILED
0x0AA8,ZC,,FIX,5,1,0xCA9627,,
0x0AA9,ZC,,VAR,4,1,0xCA972D,,
0x0AAA,ZC,,VAR,4,1,,,
0x0AAB,ZC,,VAR,5,1,0xCA9753,,
0x0AAC,?,,FIX,69,0,,,
0x0AAD,?,,FIX,51,0,,,
0x0AAE,?,,FIX,2,0,,,
0x0AAF,?,,FIX,6,0,,,
0x0AB0,?,,FIX,6,0,,,
0x0AB1,ZC,,FIX,14,1,0xC9E1DD,,
0x0AB2,ZC,,FIX,7,0,0xCA97C5,,ZC_GROUP_ISALIVE
0x0AB3,?,,FIX,19,0,,,
0x0AB4,ZC,,FIX,6,0,0xCA97F8,,ZC_RANDOM_UPGRADE_ITEM_UI_OPEN
0x0AB5,CZ,,FIX,2,0,,,CZ_RANDOM_UPGRADE_ITEM_UI_CLOSE
0x0AB6,CZ,,FIX,8,0,,,CZ_REQ_RANDOM_UPGRADE_ITEM
0x0AB7,ZC,,FIX,4,0,0xCA980A,,ZC_ACK_RANDOM_UPGRADE_ITEM
0x0AB8,ZC,,FIX,2,0,0xCA97E7,,
0x0AB9,ZC,,FIX,47,0,0xCA981E,,ZC_CHANGE_ITEM_OPTION
0x0ABA,?,,FIX,2,0,,,
0x0ABB,?,,FIX,2,0,,,
0x0ABC,?,,VAR,4,0,,,
0x0ABD,ZC,,FIX,10,0,0xCA97D6,,ZC_NOTIFY_MEMBERINFO_TO_GROUPM
0x0ABE,ZC,,VAR,6,0,0xCA986D,,ZC_WARPLIST
0x0ABF,ZC,,VAR,4,0,0xCA987E,,
0x0AC0,CZ,,FIX,26,0,,26,CZ:Mail_refreshinbox
0x0AC1,CZ,,FIX,26,0,,26,CZ:Mail_refreshinbox
0x0AC2,ZC,,VAR,5,0,0xCA988F,,
0x0AC3,ZC,,FIX,2,0,0xCA98A0,,
0x0AC4,ZC,,VAR,64,0,,,AC_ACCEPT_LOGIN
0x0AC5,ZC,,FIX,156,0,,,HC_NOTIFY_ZONESVR
0x0AC6,?,,FIX,156,0,,,
0x0AC7,ZC,,FIX,156,1,0xC9E974,,ZC_NPCACK_SERVERMOVE
0x0AC8,ZC,,FIX,2,0,0xCA970B,,
0x0AC9,?,,VAR,47,0,,,
0x0ACA,?,,FIX,3,0,,,
0x0ACB,ZC,,FIX,12,0,0xCA98AC,,
0x0ACC,ZC,,FIX,18,0,0xCA98BD,18,
0x0ACD,?,,FIX,23,0,,,
0x0ACE,CZ,,FIX,4,0,,4,CZ:equipswitch_request_single
0x0ACF,?,,FIX,68,0,,,CT_AUTH
0x0AD0,?,,FIX,11,0,,,
0x0AD1,?,,VAR,8,0,,,
0x0AD2,ZC,,FIX,30,1,0xC9E1DD,,
0x0AD3,ZC,,VAR,4,1,0xC9E1DD,,
0x0AD4,ZC,,VAR,4,1,0xC9E1DD,,
0x0AD5,?,,FIX,2,0,,,
0x0AD6,ZC,,FIX,2,1,0xC9E1DD,,
0x0AD7,?,,FIX,8,0,,,
0x0AD8,?,,FIX,8,0,,,
0x0AD9,ZC,,VAR,6,1,0xC9E1DD,,
0x0ADA,ZC,,FIX,32,1,0xCA98CE,,ZC_BROADCAST_ITEMREFINING_RESULT
0x0ADB,ZC,,VAR,8,0,0xC9EDE9,,ZC_DEBUGMSG
0x0ADC,ZC,,FIX,6,1,0xCA98F5,,
0x0ADD,ZC,,FIX,24,1,0xCA9921,22,
0x0ADE,ZC,,FIX,6,0,0xCA9994,6,
0x0ADF,ZC,,FIX,58,0,0xCA633B,,ZC_ACK_REQNAMEALL_NPC
0x0AE0,?,,FIX,30,0,,,
0x0AE1,ZC,,FIX,28,0,0xCA151F,,
0x0AE2,ZC,,FIX,7,1,0xCA99A5,,ZC_UI_OPEN
0x0AE3,?,,VAR,28,0,,,TC_RESULT
0x0AE4,ZC,,FIX,89,1,0xCA9781,,
0x0AE5,ZC,,VAR,28,1,0xCA9792,,
0x0AE6,CZ,,FIX,10,0,,,"CZ_ADVENTURER_AGENCY_JOIN_REQ | CZ_PARTY_REQ_MASTER_TO_JOIN"
0x0AE7,ZC,,FIX,38,0,0xCA2464,,"ZC_ADVENTURER_AGENCY_JOIN_REQ | ZC_PARTY_REQ_MASTER_TO_JOIN"
0x0AE8,CZ,,FIX,2,0,,2,CZ:changedress
0x0AE9,?,,FIX,13,0,,,
0x0AEC,?,,FIX,2,0,,,
0x0AED,?,,FIX,2,0,,,
0x0AEE,?,,FIX,2,0,,,
0x0AEF,CZ,,FIX,2,0,,2,CZ:attendance_request
0x0AF0,ZC,,FIX,10,0,0xCA99D3,10,
0x0AF1,?,,FIX,102,0,,,
0x0AF2,ZC,,FIX,40,1,,,
0x0AF3,ZC,,VAR,4,1,,,
0x0AF4,CZ,,FIX,11,0,,11,CZ:UseSkillToPos
0x0AF5,ZC,,FIX,3,0,0xCA99BF,,
0x0AF6,ZC,,FIX,88,0,0xCA99FC,,ZC_ACK_RANKING2
0x0AF7,ZC,,FIX,32,0,0xCA99EB,,ZC_ACK_REQNAME_BYGID
0x0AF8,CZ,,FIX,11,0,,,"CZ_ADVENTURER_AGENCY_JOIN_RESULT | CZ_PARTY_REQ_ACK_MASTER_TO_JOIN"
0x0AF9,?,,FIX,6,0,,,
0x0AFA,ZC,,FIX,58,0,0xCA2453,,"ZC_ADVENTURER_AGENCY_JOIN_RESULT | ZC_PARTY_JOIN_REQ_ACK_FROM_MASTER"
0x0AFB,ZC,,VAR,4,1,0xCA9A0D,,ZC_AUTOSPELLLIST
0x0AFC,CZ,,FIX,16,0,,,CZ_REQ_STYLE_CHANGE2
0x0AFD,ZC,,VAR,8,1,0xC9E2C9,,ZC_GUILD_POSITION
0x0AFE,ZC,,VAR,6,1,0xCA3512,,
0x0AFF,ZC,,VAR,8,1,0xCA3534,,
0x0B00,ZC,,FIX,8,1,0xC9E1DD,,
0x0B01,?,,FIX,56,0,,,
0x0B02,?,,FIX,26,0,,,
0x0B03,ZC,,VAR,47,0,0xCA8CDB,,ZC_EQUIPWIN_MICROSCOPE
0x0B04,?,,FIX,190,0,,,
0x0B05,ZC,,FIX,63,1,0xCA936C,,
0x0B07,?,,VAR,47,0,,,
0x0B08,ZC,,VAR,5,1,0xCA9A2C,,ZC_INVENTORY_START
0x0B09,ZC,,VAR,5,1,0xCA9A3D,,
0x0B0A,ZC,,VAR,5,1,0xCA9A6B,,
0x0B0B,ZC,,FIX,4,1,0xCA9A98,,ZC_INVENTORY_END
0x0B0C,ZC,,FIX,155,1,0xCA3523,,
0x0B0D,ZC,,FIX,10,1,0xCA9AE7,,ZC_REMOVE_EFFECT
0x0B0E,ZC,,VAR,4,1,0xCA1331,,ZC_NPC_BARTER_MARKET_ITEMINFO
0x0B0F,CZ,,VAR,4,1,,,CZ_NPC_BARTER_MARKET_PURCHASE
0x0B10,CZ,,FIX,10,1,,,CZ_USE_SKILL_START
0x0B11,CZ,,FIX,4,1,,,CZ_USE_SKILL_END
0x0B12,CZ,,FIX,2,-1,,,CZ_NPC_BARTER_MARKET_CLOSE
0x0B13,ZC,,FIX,48,0,0xCA9AF8,,ZC_CHANGE_ITEM_OPTION
0x0B14,CZ,,FIX,2,0,,,CZ_REQ_OPEN_MSGBOX_EXTEND_BODYITEM_SIZE
0x0B15,ZC,,FIX,7,1,0xCA9B4F,,ZC_ACK_OPEN_MSGBOX_EXTEND_BODYITEM_SIZE
0x0B16,CZ,,FIX,2,0,,,CZ_REQ_EXTEND_BODYITEM_SIZE
0x0B17,ZC,,FIX,3,1,0xCA9B60,,ZC_ACK_EXTEND_BODYITEM_SIZE
0x0B18,ZC,,FIX,4,1,0xCA9B71,,ZC_EXTEND_BODYITEM_SIZE
0x0B19,CZ,,FIX,2,0,,,CZ_CLOSE_MSGBOX_EXTEND_BODYITEM_SIZE
